customer_id,age,income,employment_status,credit_score,loan_amount,interest_rate,loan_duration,debt_to_income_ratio,num_late_payments,loan_status
4008,46,139374,Employed,775,24078,3.91,8,40.14,3,0
4009,68,165074,Employed,755,31184,10.68,10,59.91,1,0
4010,21,63098,Employed,451,47386,28.74,22,37.57,1,0
4011,72,65511,Employed,837,22778,3.52,54,41.06,4,0
4012,24,73243,Unemployed,714,5703,22.32,18,27.47,9,0
4013,45,135131,Employed,642,49983,27.1,6,22.03,4,1
4014,45,48750,Employed,685,1600,23.58,50,32.45,1,0
4015,21,168382,Unemployed,466,47326,11.73,44,40.71,7,1
4016,39,75398,Self-Employed,771,43519,17.05,49,25.73,0,0
4017,29,64345,Unemployed,439,26240,26.42,28,34.98,2,1
4018,62,113430,Employed,528,48947,29.34,46,50.74,1,0
4019,20,134921,Employed,372,38725,5.62,58,31.19,9,1
4020,39,111729,Self-Employed,727,48346,6.36,55,38.91,5,0
4021,61,71843,Unemployed,598,29357,28.81,30,56.25,6,1
4022,19,161294,Employed,535,23557,26.56,57,41.16,5,0
4023,41,182581,Employed,396,11231,8.7,58,25.54,3,1
4024,51,151458,Employed,777,5576,29.19,36,38.49,1,0
4025,44,84334,Employed,790,12982,8.64,18,53.04,9,1
4026,72,87170,Employed,595,23647,5.39,6,17.64,3,1
4027,58,60878,Employed,705,31488,21.41,39,51.18,8,0
4028,18,189421,Self-Employed,746,39780,17.57,34,15.02,1,1
4029,25,173024,Employed,574,41708,9.47,36,57.86,6,1
4030,40,110352,Unemployed,319,24041,28.06,13,17.98,3,0
4031,55,172601,Employed,726,24631,13.91,7,33.31,2,1
4032,23,192593,Employed,660,8526,13.88,17,57.55,8,0
4033,39,38383,Employed,609,38054,20.06,38,20.44,2,1
4034,42,155973,Unemployed,655,47715,9.23,35,42.09,4,0
4035,35,62889,Employed,326,19341,18.84,46,46.87,8,1
4036,34,34633,Employed,346,20472,12.83,32,11.89,2,0
4037,29,82244,Unemployed,755,27654,21.77,30,39.71,9,1
4038,23,149177,Employed,411,47302,9.69,43,48.0,8,1
4039,43,170235,Self-Employed,674,6189,8.01,55,58.49,5,0
4040,44,161779,Self-Employed,614,2827,9.74,38,16.94,6,0
4041,25,103597,Self-Employed,425,44399,28.27,43,53.18,7,1
4042,36,196173,Employed,306,26692,25.93,57,41.47,4,1
4043,59,195778,Employed,659,3005,25.38,21,46.37,1,1
4044,18,35115,Self-Employed,661,29695,24.08,37,47.04,6,0
4045,74,95379,Employed,563,7590,20.2,29,46.2,6,1
4046,46,59979,Employed,574,33935,5.66,7,56.16,1,1
4047,62,191713,Unemployed,695,16105,11.77,7,16.15,6,1
4048,66,89377,Employed,612,14587,18.17,25,24.17,2,1
4049,52,26416,Unemployed,791,11192,5.86,32,55.16,9,0
4050,57,161705,Unemployed,703,9480,3.81,27,32.82,9,0
4051,31,148785,Unemployed,676,18421,5.52,44,30.29,5,0
4052,52,151666,Employed,840,28061,5.92,53,36.96,8,0
4053,65,165465,Employed,619,7198,5.96,24,25.53,3,0
4054,62,186452,Employed,524,12556,8.13,12,39.89,0,0
4055,37,196128,Employed,755,22207,16.48,8,53.97,9,0
4056,73,150364,Employed,588,11323,10.71,55,29.79,3,1
4057,66,117507,Employed,580,46424,26.22,39,20.39,2,1
4058,30,138243,Employed,716,4973,26.66,46,17.81,4,1
4059,55,155933,Employed,783,43144,27.85,28,44.89,6,0
4060,66,123070,Unemployed,837,14183,15.72,10,13.68,7,1
4061,63,56126,Employed,612,44313,23.9,48,13.76,2,0
4062,66,100382,Employed,356,31171,18.96,8,58.06,4,1
4063,25,184754,Employed,422,12859,6.9,29,43.35,7,0
4064,60,38228,Unemployed,589,46765,20.16,32,19.46,6,0
4065,37,44009,Employed,609,33967,25.6,39,41.62,4,1
4066,50,20094,Employed,527,17338,12.39,56,38.94,7,1
4067,43,100636,Employed,305,25910,23.16,48,48.96,5,0
4068,56,118453,Employed,742,20797,23.91,26,31.18,6,1
4069,38,168502,Self-Employed,609,17562,20.38,17,10.84,2,1
4070,70,186643,Self-Employed,301,26025,26.85,37,32.01,1,1
4071,66,74486,Employed,674,2724,6.91,52,44.56,1,1
4072,59,110510,Unemployed,545,34947,25.77,54,57.86,9,1
4073,60,40860,Unemployed,771,22219,19.49,27,52.01,1,0
4074,71,92812,Self-Employed,603,18251,26.1,39,11.16,1,1
4075,58,86087,Employed,357,49299,17.38,28,22.23,9,1
4076,26,159558,Employed,524,34745,11.85,6,37.49,6,1
4077,41,69607,Employed,725,47475,27.22,9,12.77,0,1
4078,54,160817,Employed,501,33762,26.69,22,39.78,3,0
4079,66,126664,Employed,817,14522,10.23,31,31.45,6,0
4080,58,38330,Unemployed,329,21024,23.09,36,43.43,9,0
4081,34,140803,Unemployed,450,42625,5.46,44,21.03,9,1
4082,41,191150,Unemployed,847,44032,5.32,42,19.36,1,0
4083,38,63336,Employed,409,11715,16.81,45,55.76,8,1
4084,68,28070,Employed,420,38065,3.97,38,27.18,4,1
4085,56,21320,Employed,540,9038,14.71,33,58.55,0,0
4086,72,109043,Employed,329,7732,24.35,15,17.98,1,1
4087,58,58921,Self-Employed,765,46927,27.02,41,47.67,0,0
4088,56,26589,Employed,764,4550,9.88,51,20.08,9,0
4089,30,112995,Unemployed,536,24920,5.08,14,45.79,4,0
4090,28,35589,Employed,670,20834,20.03,31,23.12,7,0
4091,63,56375,Employed,448,39358,10.15,54,26.58,6,1
4092,36,63085,Employed,673,38853,3.63,51,42.06,2,0
4093,28,80840,Employed,815,44442,6.54,56,11.68,9,1
4094,30,194272,Employed,732,46033,28.34,39,22.33,9,0
4095,63,118704,Employed,551,49915,26.63,19,52.87,4,1
4096,62,177804,Employed,772,22514,25.4,46,25.57,5,0
4097,18,117047,Self-Employed,835,42523,12.17,31,57.79,1,0
4098,57,173498,Unemployed,345,40989,22.29,42,17.16,1,1
4099,61,50982,Self-Employed,838,42206,28.84,36,46.07,5,0
4100,36,79720,Unemployed,734,47598,18.32,52,18.16,1,0
4101,29,167818,Unemployed,575,17257,11.99,43,48.19,6,0
4102,25,48514,Employed,807,25980,24.58,53,20.66,4,0
4103,25,154923,Employed,394,48684,14.62,48,53.3,5,1
4104,70,170868,Employed,445,23901,18.59,33,41.21,1,1
4105,62,96034,Unemployed,701,18611,17.61,46,54.06,1,1
4106,29,118388,Employed,803,9824,8.87,49,41.4,1,0
4107,65,185664,Employed,714,7435,3.02,45,50.33,4,1
4108,50,64845,Self-Employed,575,23804,29.97,22,53.49,5,0
4109,62,167002,Employed,625,46309,14.25,17,33.45,3,0
4110,43,130853,Self-Employed,555,39910,10.66,32,43.67,6,0
4111,56,128417,Unemployed,812,9850,23.68,6,11.33,5,0
4112,45,133436,Employed,446,30883,19.0,45,34.82,7,0
4113,22,41159,Employed,594,24888,26.77,38,20.63,1,1
4114,25,109788,Unemployed,674,28997,24.09,18,15.73,3,0
4115,42,44003,Employed,355,13744,10.61,10,59.82,9,1
4116,44,125722,Unemployed,525,32137,18.99,57,59.85,3,0
4117,63,55139,Unemployed,818,40068,16.57,42,20.65,1,0
4118,40,72452,Employed,319,10075,28.79,45,54.87,5,1
4119,47,42205,Employed,458,42656,9.47,48,54.85,0,1
4120,62,76955,Employed,769,13616,10.66,33,58.82,7,0
4121,64,27464,Employed,665,14617,27.85,29,29.62,7,0
4122,40,29840,Employed,300,9906,15.36,25,56.6,8,1
4123,66,60768,Unemployed,528,37757,15.35,45,49.09,8,1
4124,64,160533,Employed,582,30744,26.44,47,46.75,6,1
4125,37,40927,Unemployed,418,32381,10.99,42,22.39,6,1
4126,35,118622,Employed,526,44965,21.82,25,34.52,5,1
4127,35,35329,Employed,323,43299,22.48,28,49.4,3,1
4128,19,35791,Employed,607,10935,14.94,8,52.34,5,1
4129,21,72627,Unemployed,606,41182,12.02,10,19.89,1,0
4130,47,148885,Employed,793,16878,23.16,20,25.56,0,1
4131,50,165444,Employed,807,11870,9.91,51,18.13,7,0
4132,53,199541,Unemployed,610,24070,25.12,58,17.56,7,1
4133,35,129554,Employed,388,30020,14.24,10,20.67,8,0
4134,54,150436,Employed,574,49874,3.5,39,55.47,8,0
4135,36,107073,Employed,779,6400,18.37,44,28.13,7,1
4136,64,54370,Unemployed,756,26376,8.25,44,34.88,5,1
4137,45,71408,Employed,654,34374,15.6,51,10.58,6,1
4138,57,110941,Employed,561,30015,24.83,28,47.65,3,1
4139,37,174775,Employed,475,43877,8.13,52,24.43,7,1
4140,66,166306,Self-Employed,703,4109,8.62,22,45.21,0,0
4141,50,158604,Employed,529,17749,15.79,14,19.94,7,1
4142,29,55416,Employed,622,46436,15.87,9,28.85,1,1
4143,68,92439,Employed,576,32869,15.25,35,35.88,6,1
4144,32,38242,Employed,574,41111,21.75,53,41.56,7,0
4145,58,99324,Unemployed,516,5041,10.27,19,18.24,3,0
4146,56,55249,Employed,489,10176,10.03,35,31.62,3,0
4147,19,120124,Unemployed,317,41764,3.6,36,10.59,9,1
4148,46,115049,Unemployed,713,42450,13.31,6,16.64,6,1
4149,58,105078,Self-Employed,483,15528,8.29,32,26.41,6,1
4150,27,52294,Employed,542,46933,18.97,7,56.84,8,1
4151,19,154756,Self-Employed,725,31029,7.89,50,54.16,2,1
4152,68,174867,Employed,352,4644,27.15,45,36.19,7,1
4153,28,161503,Unemployed,525,5224,25.92,46,40.22,3,1
4154,30,109627,Employed,618,32749,23.66,15,24.41,4,1
4155,27,110381,Unemployed,668,29646,24.83,29,43.49,6,0
4156,31,110027,Employed,547,3026,28.91,25,21.86,3,0
4157,35,90366,Unemployed,476,33201,11.63,47,10.13,0,0
4158,68,114176,Self-Employed,775,1020,29.46,21,58.16,7,0
4159,71,139667,Unemployed,312,16554,27.04,46,29.08,9,1
4160,26,92870,Unemployed,660,48954,12.77,43,36.14,0,1
4161,74,67387,Employed,588,11689,26.33,59,15.0,0,1
4162,56,29304,Employed,730,6018,27.23,49,36.37,4,0
4163,45,37032,Self-Employed,638,45523,3.97,54,55.12,0,0
4164,20,111291,Employed,333,24455,26.65,47,53.88,9,0
4165,37,132889,Employed,623,46707,14.7,48,38.9,7,1
4166,23,79486,Employed,755,35221,24.91,46,52.84,9,1
4167,44,85552,Employed,524,11663,6.0,23,28.21,2,0
4168,70,180726,Employed,432,22640,7.65,40,19.63,4,1
4169,19,59244,Employed,779,11321,29.43,35,31.08,3,0
4170,46,157014,Employed,520,23845,14.24,42,50.48,2,0
4171,55,70697,Employed,700,27988,24.56,10,45.34,8,1
4172,20,146031,Employed,359,46820,23.26,42,29.23,1,1
4173,33,22693,Employed,431,23370,24.22,16,27.08,7,1
4174,47,101098,Employed,692,32075,23.64,9,58.22,2,1
4175,57,26259,Employed,313,34703,27.68,42,23.17,5,1
4176,19,139746,Self-Employed,734,9426,19.0,56,25.41,1,0
4177,34,127772,Employed,773,30310,14.49,16,27.36,3,0
4178,58,137928,Unemployed,450,9530,27.98,17,49.15,3,1
4179,29,156014,Self-Employed,769,45987,12.64,54,52.51,1,0
4180,52,67419,Employed,710,37293,20.03,52,20.85,3,0
4181,60,122092,Employed,644,27078,26.09,33,30.37,2,0
4182,18,76105,Employed,495,6978,27.73,31,53.27,1,0
4183,72,178455,Employed,843,25191,28.63,39,25.68,1,0
4184,62,43404,Employed,372,12875,20.82,6,30.19,1,1
4185,32,92656,Employed,493,11682,22.45,11,37.68,4,0
4186,43,156774,Employed,491,13707,16.43,38,42.07,4,0
4187,54,120965,Employed,729,18089,10.69,52,25.18,7,1
4188,38,76332,Self-Employed,800,5847,3.44,29,38.79,1,1
4189,66,190491,Employed,516,21728,9.0,39,46.22,7,0
4190,48,123182,Self-Employed,784,11532,29.46,13,14.5,5,1
4191,42,131395,Employed,659,46262,24.77,21,59.97,2,0
4192,40,122619,Employed,608,10316,15.93,21,56.64,4,0
4193,41,128269,Employed,720,39102,12.28,21,17.65,3,1
4194,74,93844,Self-Employed,710,24851,4.74,57,26.6,4,0
4195,55,190314,Employed,816,10791,3.27,56,24.07,5,0
4196,45,144983,Employed,542,38298,23.39,39,11.1,3,1
4197,38,54142,Unemployed,471,1238,29.61,25,35.1,9,1
4198,71,129699,Employed,759,26723,9.85,19,17.91,9,1
4199,60,116226,Employed,664,13805,10.41,31,16.84,7,1
4200,35,27393,Self-Employed,377,16072,28.24,7,20.54,1,0
4201,53,122281,Unemployed,789,45868,19.26,24,47.98,3,0
4202,52,179965,Employed,831,21628,7.69,7,16.46,8,0
4203,62,29388,Employed,825,19488,4.23,55,41.42,1,0
4204,72,82969,Self-Employed,505,11395,18.22,31,24.54,9,1
4205,26,56660,Self-Employed,590,21052,15.22,30,13.42,1,0
4206,70,109244,Employed,803,5631,14.67,54,58.9,9,1
4207,55,175798,Unemployed,727,19546,29.17,24,42.39,0,0
4208,47,99544,Employed,770,15939,10.1,51,20.18,0,0
4209,61,151183,Employed,812,7474,16.18,54,35.31,7,0
4210,51,135370,Employed,623,38229,8.76,53,29.43,2,0
4211,49,37545,Employed,554,37333,11.69,56,18.77,0,1
4212,20,191240,Employed,350,29193,23.68,22,58.06,1,1
4213,20,153451,Employed,399,20317,8.33,35,52.97,3,1
4214,45,107346,Employed,763,36876,21.27,17,28.46,3,0
4215,61,192192,Employed,798,34232,6.5,26,50.54,6,0
4216,32,37809,Employed,536,11226,8.15,41,19.48,9,1
4217,58,47967,Self-Employed,771,44854,3.62,45,13.75,6,0
4218,40,160820,Unemployed,697,28361,20.02,33,36.33,8,0
4219,57,43424,Employed,456,36688,29.74,38,29.62,8,1
4220,28,174986,Self-Employed,597,6909,20.72,51,13.49,4,0
4221,65,128411,Employed,313,23362,27.93,14,41.52,7,1
4222,49,170563,Employed,415,7629,17.21,23,50.98,7,1
4223,74,90069,Self-Employed,438,17782,21.37,29,36.37,1,1
4224,71,109119,Employed,374,2075,27.99,37,12.7,0,1
4225,53,57049,Employed,659,44779,5.33,28,28.87,6,1
4226,50,47821,Employed,323,8598,19.13,17,22.54,9,1
4227,41,115797,Employed,705,32633,18.54,39,17.43,5,0
4228,56,181017,Employed,625,19246,3.9,31,34.96,4,1
4229,51,168456,Self-Employed,633,28855,7.22,11,13.27,3,1
4230,73,179482,Employed,628,22922,17.91,10,13.16,9,0
4231,45,97734,Self-Employed,599,14771,16.44,28,48.84,4,0
4232,54,158241,Self-Employed,388,19950,12.28,55,31.38,1,1
4233,24,191201,Employed,314,12432,21.84,51,47.23,4,1
4234,21,117445,Employed,600,28325,12.73,20,26.33,6,0
4235,54,23830,Employed,617,27560,23.76,37,27.51,0,0
4236,73,106940,Employed,477,39027,24.85,18,31.41,1,0
4237,18,178829,Employed,761,40258,20.4,46,25.22,2,0
4238,18,83867,Self-Employed,568,21537,10.53,33,37.95,8,1
4239,64,186722,Unemployed,404,29343,24.67,56,13.64,7,0
4240,37,184838,Employed,816,17125,9.8,38,37.87,0,0
4241,36,52419,Employed,638,1657,11.18,13,45.69,8,0
4242,46,36668,Employed,691,21438,19.44,21,59.61,9,0
4243,27,167318,Employed,440,27086,21.6,44,41.87,9,0
4244,35,44996,Self-Employed,468,32184,13.02,37,45.45,6,0
4245,45,71312,Unemployed,316,10577,18.97,21,39.76,8,1
4246,52,154137,Employed,843,32085,9.7,50,57.55,4,0
4247,60,30467,Employed,304,31912,24.46,18,50.49,4,1
4248,64,172079,Employed,436,36382,29.79,25,40.76,0,1
4249,48,48702,Employed,461,48397,21.86,24,26.63,6,0
4250,44,114369,Employed,762,1771,11.62,16,26.22,7,0
4251,28,95569,Employed,737,32730,12.42,32,47.66,0,0
4252,66,73952,Employed,681,19958,3.82,21,56.43,9,0
4253,66,54169,Employed,681,48538,20.47,14,59.28,4,0
4254,55,36829,Employed,781,41701,19.2,18,23.12,6,0
4255,22,24522,Employed,654,40125,28.77,24,39.6,2,1
4256,25,105687,Employed,544,22099,13.86,35,45.1,1,1
4257,51,186391,Employed,775,19381,28.19,47,30.65,0,0
4258,65,140334,Employed,764,35850,23.53,44,15.46,9,1
4259,69,177615,Employed,489,28004,10.78,22,24.3,2,0
4260,73,138576,Unemployed,793,9963,3.44,35,35.77,7,0
4261,29,137419,Employed,822,40131,22.62,34,15.75,2,0
4262,55,181545,Employed,834,2163,16.4,47,25.65,2,0
4263,18,27699,Self-Employed,581,7941,28.97,7,22.89,3,0
4264,48,88165,Employed,729,23792,3.6,55,27.72,2,1
4265,21,191527,Unemployed,552,5882,17.09,53,44.34,2,1
4266,66,95692,Employed,342,46391,24.3,8,33.81,2,0
4267,62,37441,Employed,781,17285,24.32,25,28.81,1,0
4268,67,50716,Employed,440,6056,21.15,6,23.74,3,0
4269,22,82175,Employed,810,4693,13.65,10,44.43,2,0
4270,47,26834,Employed,836,23060,4.82,38,43.72,8,1
4271,73,38179,Employed,569,28926,11.15,44,32.32,3,0
4272,41,46219,Self-Employed,660,27955,20.58,28,23.94,4,0
4273,20,123153,Employed,594,1772,23.82,23,50.45,5,0
4274,28,166854,Employed,774,1723,25.07,9,52.61,9,1
4275,62,94967,Employed,771,18602,23.9,46,52.31,9,0
4276,21,122454,Unemployed,460,30302,11.74,38,29.63,4,0
4277,43,29496,Unemployed,344,14354,21.74,31,22.71,6,1
4278,44,190310,Unemployed,506,30651,29.17,27,52.3,4,0
4279,63,66025,Employed,407,43241,6.69,35,58.99,0,1
4280,71,79886,Employed,803,38305,22.75,31,19.68,7,0
4281,60,174635,Employed,741,47375,14.07,6,41.82,7,0
4282,44,23712,Employed,364,33698,9.07,11,26.48,3,1
4283,59,114067,Unemployed,566,10923,11.64,22,34.29,5,1
4284,68,65489,Self-Employed,698,10844,7.49,36,38.61,0,0
4285,67,52664,Employed,523,47755,25.01,53,36.93,8,0
4286,23,163492,Employed,588,8975,13.46,56,48.08,5,1
4287,32,25315,Employed,584,26477,28.32,9,58.58,6,0
4288,70,95033,Employed,485,47477,29.09,15,14.3,0,1
4289,47,137862,Employed,525,12388,29.08,53,44.17,3,1
4290,59,99030,Employed,499,31192,7.2,58,36.17,6,1
4291,54,83910,Self-Employed,803,9036,12.35,44,29.83,3,0
4292,54,141075,Employed,310,14088,11.38,39,43.11,0,1
4293,59,75919,Self-Employed,797,41082,27.91,27,54.31,2,0
4294,54,155204,Employed,576,41648,5.33,57,40.53,4,1
4295,52,147153,Employed,302,24506,18.89,27,51.03,2,0
4296,40,61598,Employed,304,3399,16.11,12,24.77,5,1
4297,23,171623,Employed,820,22339,29.36,44,31.88,7,1
4298,21,88206,Employed,579,33091,29.01,42,18.72,6,0
4299,35,94900,Employed,722,29539,14.45,20,38.63,6,0
4300,26,46296,Employed,537,18758,14.92,24,46.97,2,0
4301,66,169138,Self-Employed,616,40052,13.38,15,38.97,8,1
4302,46,179964,Employed,426,32913,24.31,42,55.6,3,1
4303,30,95577,Unemployed,603,12488,5.7,42,52.97,7,1
4304,64,97173,Employed,477,34513,6.14,55,31.22,9,1
4305,69,84771,Employed,789,31940,22.03,9,38.61,2,0
4306,34,178556,Employed,736,22868,3.45,51,42.35,9,1
4307,62,97865,Unemployed,337,31832,21.12,55,50.37,0,1
4308,49,119074,Employed,782,45280,6.47,46,13.74,2,0
4309,65,178187,Employed,614,27069,24.23,30,50.37,8,1
4310,39,177110,Employed,783,20904,22.97,33,13.33,1,0
4311,21,56622,Employed,396,32791,7.92,54,45.98,2,1
4312,22,55886,Unemployed,316,20806,23.44,49,33.27,8,1
4313,54,160973,Employed,746,36923,24.34,23,21.86,5,0
4314,58,76377,Employed,578,49726,27.99,53,45.35,9,0
4315,66,102910,Unemployed,751,27576,22.56,40,53.52,6,0
4316,30,138992,Employed,328,7025,26.43,24,51.44,9,1
4317,51,183878,Employed,845,7061,20.21,47,19.71,5,0
4318,62,168731,Employed,309,5240,19.89,59,40.21,4,1
4319,39,174525,Unemployed,400,46817,21.23,58,43.16,0,1
4320,70,181570,Self-Employed,386,15880,13.97,25,12.62,0,0
4321,40,36312,Employed,769,27944,9.17,44,26.41,6,0
4322,68,21436,Unemployed,600,34939,14.16,38,15.21,6,1
4323,20,47569,Employed,505,28329,19.02,6,30.84,8,1
4324,59,136787,Employed,381,12151,21.63,52,46.36,8,1
4325,51,110485,Employed,511,33712,15.33,6,50.26,2,1
4326,49,197058,Employed,418,27240,11.91,46,48.16,4,1
4327,62,122555,Employed,435,3722,9.67,51,23.58,0,0
4328,68,160377,Unemployed,676,25017,7.95,50,17.43,6,0
4329,66,52646,Employed,727,9874,15.86,24,53.62,6,1
4330,38,96126,Self-Employed,613,29484,22.07,53,47.13,8,0
4331,63,137922,Employed,703,18893,25.41,54,47.76,8,1
4332,61,60430,Employed,542,41703,12.32,14,23.54,0,0
4333,38,142238,Employed,644,36031,19.5,19,38.61,4,0
4334,61,88659,Employed,723,40654,15.9,8,54.9,3,0
4335,28,135341,Unemployed,315,3284,29.09,35,51.71,3,1
4336,56,24158,Employed,815,44103,26.82,46,23.37,5,0
4337,21,94236,Self-Employed,565,16542,26.82,57,57.54,5,0
4338,68,96067,Self-Employed,319,20343,18.64,6,28.94,8,1
4339,18,178810,Employed,310,37034,14.79,10,38.63,2,1
4340,45,29879,Employed,319,26849,20.6,28,46.57,8,1
4341,41,156615,Employed,578,7215,7.31,11,22.54,9,0
4342,52,132284,Employed,632,19399,26.84,25,29.67,2,0
4343,30,198996,Employed,846,42877,10.32,51,56.46,9,0
4344,64,193420,Employed,700,10143,25.33,47,13.79,5,0
4345,51,104117,Employed,337,25047,11.06,13,11.02,9,1
4346,28,187751,Unemployed,382,28600,17.09,36,58.24,9,1
4347,53,63888,Employed,331,9346,23.85,20,53.76,6,0
4348,68,50276,Employed,353,32769,13.63,31,50.02,5,1
4349,34,24799,Employed,836,49354,12.67,38,26.68,7,1
4350,52,132529,Self-Employed,344,8564,26.97,53,28.83,5,1
4351,35,144713,Employed,593,40120,4.86,57,54.86,2,0
4352,57,110141,Employed,424,26308,25.72,44,58.75,1,0
4353,39,135013,Unemployed,847,14133,28.06,37,13.07,2,0
4354,74,187606,Unemployed,643,4044,18.21,59,33.41,1,1
4355,41,51668,Unemployed,722,31972,21.79,6,30.03,3,0
4356,36,155183,Employed,466,35219,26.26,10,46.85,4,1
4357,54,175758,Unemployed,568,8087,14.76,27,34.67,2,0
4358,56,92392,Employed,493,35056,26.73,36,13.93,0,1
4359,38,36490,Self-Employed,423,20631,13.05,47,18.36,0,0
4360,25,186266,Employed,570,18759,11.27,58,25.37,1,0
4361,45,165569,Self-Employed,357,38047,29.55,10,49.36,7,1
4362,22,137219,Self-Employed,358,24875,3.84,13,48.68,6,1
4363,34,64104,Employed,749,21357,11.63,11,48.58,6,1
4364,54,25316,Self-Employed,516,5594,15.38,15,48.84,1,1
4365,53,58130,Employed,781,28840,11.39,51,30.82,2,0
4366,71,127294,Employed,543,48960,10.62,45,40.74,0,0
4367,36,49954,Employed,402,1999,13.01,43,17.24,6,0
4368,44,133437,Self-Employed,816,32205,13.75,46,21.22,5,0
4369,70,172724,Employed,563,7338,4.93,52,26.18,0,1
4370,51,165250,Employed,540,19426,23.93,21,35.67,4,1
4371,28,165823,Employed,528,34812,7.54,33,19.19,1,0
4372,71,154116,Self-Employed,751,28981,4.11,6,53.72,5,1
4373,62,83165,Unemployed,754,5893,18.94,51,41.07,2,0
4374,64,162552,Employed,843,23072,21.05,57,36.85,1,0
4375,29,194946,Employed,673,10270,23.53,23,10.8,2,1
4376,71,86775,Employed,323,14313,5.37,44,38.12,9,0
4377,38,157638,Employed,605,27133,7.64,49,55.79,1,1
4378,71,105311,Employed,673,6260,7.92,47,21.2,2,0
4379,28,73149,Employed,486,35904,19.03,52,21.04,4,1
4380,56,154078,Unemployed,411,3927,27.02,59,55.73,7,1
4381,45,92561,Employed,792,2834,22.07,44,51.63,8,1
4382,22,170495,Employed,593,41522,11.5,42,44.03,4,1
4383,34,110710,Employed,721,30679,26.04,16,46.66,5,0
4384,73,112199,Employed,448,15921,21.08,8,12.96,1,0
4385,37,185024,Employed,450,21784,21.59,34,48.07,1,1
4386,58,47326,Employed,473,14476,28.85,9,47.23,0,0
4387,63,137272,Unemployed,496,8384,28.66,36,12.5,8,1
4388,29,51139,Employed,554,47443,13.41,16,49.49,7,0
4389,23,93638,Employed,713,17162,20.17,35,42.04,1,0
4390,34,92652,Unemployed,467,32250,8.45,20,38.57,1,0
4391,68,32937,Unemployed,381,5379,14.12,20,35.72,0,1
4392,36,50161,Unemployed,369,44003,10.38,37,35.68,6,1
4393,43,155455,Self-Employed,725,4954,12.92,34,21.72,9,1
4394,65,105856,Unemployed,701,2962,21.24,54,10.15,8,0
4395,61,90043,Employed,824,20832,8.68,48,57.99,4,1
4396,61,165807,Unemployed,511,37335,7.87,33,33.07,6,1
4397,69,79919,Employed,401,48291,13.24,26,12.17,0,0
4398,49,102055,Employed,637,20278,5.65,43,26.56,2,1
4399,23,105455,Employed,632,13127,24.98,44,28.65,2,0
4400,72,188694,Employed,504,36778,28.88,16,53.56,9,1
4401,53,58135,Employed,786,4863,24.64,37,27.11,3,0
4402,55,186730,Employed,528,17073,17.35,32,53.96,0,0
4403,28,104677,Employed,488,12647,21.2,29,32.13,4,0
4404,50,49696,Unemployed,398,47507,24.75,42,18.35,8,1
4405,41,154845,Self-Employed,710,41093,4.84,6,24.29,8,1
4406,40,44956,Employed,759,1556,14.29,37,52.39,5,1
4407,32,35819,Unemployed,493,21184,6.88,58,18.02,6,1
4408,44,21528,Employed,319,16334,5.45,6,40.75,9,0
4409,28,147781,Self-Employed,610,5725,23.49,50,46.28,4,0
4410,74,106491,Employed,378,2851,26.17,39,25.61,7,1
4411,68,64588,Employed,469,11611,5.26,23,50.18,0,1
4412,67,119152,Employed,545,16819,7.83,34,25.65,0,0
4413,34,147872,Employed,771,40043,8.96,11,23.6,7,0
4414,68,171583,Employed,398,33467,26.14,36,13.75,4,1
4415,70,30119,Employed,621,8454,27.67,19,39.27,3,1
4416,31,95893,Employed,440,16506,23.65,16,36.62,9,1
4417,44,36167,Employed,408,21227,24.5,10,43.12,6,1
4418,35,130782,Employed,612,7437,12.25,27,33.4,2,1
4419,45,150775,Self-Employed,420,29704,14.02,56,20.28,8,1
4420,68,54889,Employed,398,41977,10.57,18,15.18,6,1
4421,64,65678,Employed,793,14159,28.88,17,34.96,0,0
4422,64,80262,Employed,443,15303,22.65,46,36.86,1,1
4423,21,155753,Unemployed,409,39860,12.22,9,56.61,4,0
4424,24,100291,Employed,783,10330,6.66,43,34.73,1,0
4425,62,86008,Unemployed,429,1160,8.26,9,56.64,1,1
4426,52,164762,Employed,699,45321,8.51,35,41.77,5,1
4427,65,45912,Employed,805,17178,19.6,59,17.51,5,1
4428,26,26473,Employed,509,5414,27.38,6,14.3,9,1
4429,25,192370,Employed,660,43945,26.45,54,58.08,8,0
4430,69,169741,Employed,453,20340,4.88,36,20.19,5,1
4431,62,119500,Employed,832,23579,22.14,54,27.39,1,0
4432,34,172015,Employed,846,17220,7.53,47,11.77,0,0
4433,34,58785,Unemployed,659,9243,11.38,55,23.74,5,0
4434,66,120956,Employed,609,44625,17.68,28,57.82,4,0
4435,50,139006,Employed,773,5705,25.7,19,14.56,7,0
4436,49,30832,Employed,599,16804,9.39,40,54.93,4,1
4437,25,156457,Employed,640,19128,26.59,22,13.28,7,1
4438,36,165780,Employed,303,17093,22.84,37,42.55,1,1
4439,55,174510,Unemployed,468,42923,21.21,41,34.77,5,1
4440,20,102747,Unemployed,719,32034,6.59,28,46.53,5,0
4441,22,100107,Employed,579,12902,15.8,39,48.89,5,1
4442,30,85428,Self-Employed,688,41885,10.43,52,43.89,6,0
4443,64,106843,Employed,484,38700,18.88,43,19.82,9,1
4444,63,31002,Employed,622,2149,21.19,46,41.72,1,1
4445,48,187225,Employed,310,3559,4.76,44,40.9,4,0
